inspection_id,worker_id,inspector_id,lane_id,vendor_id,maintenance_due_date,submission_time,status,gps_distance_worker_to_lane,gps_distance_inspector_to_lane,gps_distance_to_asset,parts_reported,inventory_withdrawal,parts_inventory_diff,photo_hash,photo_similarity_score,num_photos_submitted,edit_count,time_since_last_edit,backdated_flag,time_to_submit,time_between_inspections,hour_of_day,day_of_week,device_id,ip_address,app_version,session_duration,session_count,implied_velocity,validation_bypasses,consensus_score,inspector_vendor_edge_weight,inspector_centrality,anomaly_flag,anomaly_type,flags_list,repeated_pair_flag,photo_reuse_flag,detected_flags,detected_anomaly_flag
3650,80,23,50,6,2025-03-31 10:27:03,2025-04-02 08:52:33,completed,18.42971436486176,21.41307264370348,1.3624948776114696,0,-1,1,9971c8fe,0.0839508197683752,1,0,0,0,1039,3969,8,2,device_10,36.62.49.6,v3.7,1670,6,9.44,0,0.552,6,0.236,0,normal,['parts_mismatch'],,,parts_mismatch,1
17881,135,24,14,7,2024-11-09 01:08:52,2024-11-09 02:37:13,completed,23.52034327918493,2.054674662619158,13.232473829138058,1,0,1,b97b9adf,0.1138271555349984,1,0,0,0,2588,7099,2,5,device_142,213.245.228.92,v1.2,61,3,0.0,0,0.954,7,0.178,0,normal,['parts_mismatch'],,,parts_mismatch,1
16676,94,13,169,8,2025-08-09 14:19:03,2025-08-09 17:52:01,pending,18.062929680981103,13.5515746162509,12.151269995637286,1,0,1,b88dda57,0.0970318901576689,2,0,0,0,3102,2040,17,5,device_10,253.58.47.98,v1.3,58,1,9.0,0,0.94,20,0.11,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
11444,14,48,299,1,2024-06-13 10:36:28,2024-06-11 20:53:47,completed,30.701393206327307,3.17074723060148,20.234133492287874,4,3,1,02b10994,0.110609054827187,1,0,0,0,1051,989,20,1,device_70,124.105.184.231,v1.4,4532,4,21.98,0,0.787,9,0.075,0,normal,['parts_mismatch'],,,parts_mismatch,1
3435,200,5,240,8,2024-11-30 22:52:34,2024-12-02 04:18:07,completed,10.89488790903513,7.271179005124592,10.843270832298938,6,4,2,44536652,0.0140985680422285,1,0,0,0,1215,2924,4,0,device_148,128.181.53.64,v1.1,1376,1,0.0,0,0.675,8,0.139,1,parts_mismatch,['parts_mismatch'],,,parts_mismatch,1
18740,17,41,34,22,2024-01-27 13:28:30,2024-01-27 16:47:58,pending,12.792488691678887,8.104135189348895,15.179117641774631,2,2,0,0fc3ea52,0.1599683227845964,1,0,0,0,1615,484,16,5,device_41,10.152.219.215,v3.2,2354,2,22.9,0,0.96,1,0.228,0,normal,['overdue'],,,overdue,1
10407,163,48,186,11,2024-08-11 19:26:05,2024-08-10 00:40:34,completed,5.223580621777353,13.19213143696938,12.622933116212556,4,3,1,b882f565,0.0834467699293806,1,0,0,0,3244,38,0,5,device_27,81.7.166.62,v2.6,2364,5,13.84,1,0.806,2,0.18,0,normal,['parts_mismatch'],,,parts_mismatch,1
6518,98,25,182,3,2024-05-07 06:48:08,2024-05-07 07:23:38,pending,1.8241932413204085,16.601221831522068,3.108716778030839,4,4,0,b49b1ff4,0.0746245102583194,3,0,0,0,3017,1056,7,1,device_34,27.126.240.24,v2.8,2600,3,5.17,0,0.7,3,0.351,0,normal,['overdue'],,,overdue,1
972,169,10,153,6,2025-05-25 19:06:04,2025-05-26 02:55:37,completed,170.6206253606037,84.8495171314261,15.122306903998291,0,0,0,94d0344c,0.1266028513145892,1,0,0,0,1521,2066,2,0,device_3,56.136.231.104,v3.0,2067,10,12.33,0,0.762,15,0.592,1,gps_mismatch,['gps_mismatch'],,,gps_mismatch,1
19731,49,10,70,20,2024-05-27 09:38:09,2024-05-29 00:38:47,rejected,12.258041041702214,24.645808064887905,7.985985665563133,1,1,0,f3e51c89,0.0994648652769206,1,0,0,0,3034,1909,0,2,device_128,151.116.22.16,v2.0,5337,1,8.93,0,0.581,1,0.277,0,normal,['overdue'],,,overdue,1
13420,150,6,146,28,2024-09-12 15:29:13,2024-09-10 16:44:30,completed,19.61781761946318,26.09851985638128,7.224009152322638,1,0,1,e7a61bd7,0.1048498834563401,1,0,0,0,1402,7153,16,1,device_112,69.86.69.83,v1.7,1844,8,14.07,0,0.401,18,0.294,0,normal,['parts_mismatch'],,,parts_mismatch,1
7555,23,4,207,13,2024-08-13 07:06:29,2024-08-14 09:00:22,pending,30.23260886054867,12.179314997202818,10.327826833220987,2,1,1,7c3f2282,0.0799970250470045,1,0,0,0,1532,2085,9,2,device_15,231.238.202.155,v2.7,4747,8,4.33,0,0.686,4,0.468,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
10499,31,23,15,12,2024-08-24 05:58:14,2024-08-25 01:51:28,completed,115.15661378574968,103.66586784747204,13.431537683488546,4,3,1,de267c80,1.0,0,0,0,0,1021,5452,1,6,device_39,203.71.39.227,v3.7,6619,7,14.87,0,0.783,13,0.251,1,photo_anomaly;gps_mismatch,"['gps_mismatch', 'parts_mismatch', 'photo_anomaly']",,,gps_mismatch;parts_mismatch;photo_anomaly,1
14754,157,29,204,11,2024-04-17 09:34:56,2024-04-17 16:24:29,rejected,18.38086258004791,15.152806315592724,3.789581537699185,2,2,0,8ee59284,0.0329442429837535,1,0,0,0,235,3496,16,2,device_163,242.70.9.124,v1.0,1379,1,2.77,0,0.818,11,0.42,0,normal,['overdue'],,,overdue,1
5484,105,11,21,29,2024-11-30 10:46:56,2024-11-29 23:35:50,completed,32.30828235772236,20.141314693715515,10.648134433499107,0,-1,1,5db50b39,0.0214000447747144,2,1,2332,0,377,3682,23,4,device_156,82.78.55.1,v3.1,2979,7,1.11,0,0.821,9,0.162,0,normal,['parts_mismatch'],,,parts_mismatch,1
6210,7,36,213,4,2025-06-13 19:05:09,2025-06-12 17:40:41,completed,16.501020226592125,7.16719109623351,9.555859332489652,4,3,1,0ede3812,0.0985418326875006,1,0,0,0,1783,6417,17,3,device_33,107.153.71.226,v1.0,422,3,17.41,0,0.604,17,0.482,0,normal,['parts_mismatch'],,,parts_mismatch,1
981,167,47,149,28,2024-01-06 05:24:39,2024-01-06 14:26:12,completed,3.981630952508976,0.7325480770531136,11.502000857174234,2,1,1,23d2d51c,0.1789603875955613,2,0,0,0,327,5409,14,5,device_50,133.161.207.25,v1.0,4084,8,18.76,0,0.62,6,0.31,0,normal,['parts_mismatch'],,,parts_mismatch,1
7714,30,7,153,9,2025-06-06 18:22:52,2025-06-08 01:59:58,completed,9.48992839048363,6.468876457885791,3.66737547914495,0,-1,1,207bb456,0.1111685460223133,1,0,0,0,3160,5390,1,6,device_110,157.184.204.42,v2.0,1501,8,21.46,0,0.842,19,0.123,0,normal,['parts_mismatch'],,,parts_mismatch,1
11519,117,13,153,10,2024-09-22 18:47:49,2024-09-24 08:44:07,completed,4.614074461698776,3.863770529921819,13.128885009461568,4,3,1,b886a556,0.0296725282711087,1,0,0,0,567,6970,8,1,device_21,53.1.155.231,v3.2,4176,10,10.8,0,0.738,16,0.422,0,normal,['parts_mismatch'],,,parts_mismatch,1
12752,128,3,285,4,2024-08-27 02:04:00,2024-08-28 01:15:18,completed,1.4988320699877065,7.748828606433089,7.968974126864927,1,0,1,c9dbd414,0.0137490423356032,1,0,0,0,3029,4675,1,2,device_84,37.94.54.174,v3.1,3761,10,2.74,0,0.877,18,0.147,0,normal,['parts_mismatch'],,,parts_mismatch,1
6196,157,49,35,25,2024-01-18 19:58:18,2024-01-19 04:23:10,pending,16.258081854613344,24.280983405973476,4.196646035717435,2,1,1,ba5048bc,0.1292534876229175,3,0,0,0,2803,1408,4,4,device_25,228.253.231.219,v3.1,1445,10,11.67,0,0.836,5,0.162,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
7568,28,47,232,20,2025-05-17 21:53:28,2025-05-17 17:08:32,completed,25.279291458294757,16.753905390604757,13.428840781440456,5,4,1,c8ca5d6d,0.0492074532572227,1,0,0,0,2858,1952,17,5,device_156,173.74.173.173,v3.5,4669,4,26.54,0,0.42,1,0.392,0,normal,['parts_mismatch'],,,parts_mismatch,1
17525,142,29,188,1,2024-07-10 14:19:08,2024-07-09 01:49:54,completed,18.815536747367105,22.67380542634181,16.355551435450085,5,4,1,9ca33fa2,0.0166686868717804,2,0,0,0,1847,515,1,1,device_53,11.57.132.210,v1.4,262,3,14.38,0,0.536,16,0.344,0,normal,['parts_mismatch'],,,parts_mismatch,1
12674,52,12,26,15,2024-09-15 08:46:54,2024-09-15 05:24:03,completed,17.994498678930594,6.708605244117385,5.001014621540711,4,3,1,a7014b39,0.0394769806037326,2,1,142,0,2800,5269,5,6,device_165,107.48.158.64,v2.7,7107,4,2.25,1,0.707,1,0.495,0,normal,['parts_mismatch'],,,parts_mismatch,1
2120,182,6,276,9,2024-11-06 09:21:49,2024-11-06 22:39:03,pending,16.986120833605415,4.178507556842131,11.061012422979102,3,3,0,58c64853,0.0822928429024647,2,1,1393,0,3256,548,22,2,device_97,127.215.184.91,v3.9,6182,10,16.05,0,0.837,20,0.089,0,normal,['overdue'],,,overdue,1
4485,111,22,185,18,2025-07-02 06:01:00,2025-07-13 06:01:00,pending,21.911097579099117,3.099788340776529,2.1674555902620014,2,2,0,cd6277bb,1.0,0,0,0,0,1049,3084,6,6,device_181,67.2.210.114,v3.7,1839,9,9.39,0,0.545,3,0.028,1,photo_anomaly;overdue,"['overdue', 'photo_anomaly']",,,overdue;photo_anomaly,1
11014,71,30,107,30,2025-06-02 21:16:42,2025-06-02 19:42:45,completed,11.829557293853028,20.074643101500527,21.408989554391635,5,4,1,59f969ba,0.0862337634758097,1,0,0,0,3347,5861,19,0,device_156,254.55.126.71,v3.4,5616,10,7.64,0,0.902,13,0.258,0,normal,['parts_mismatch'],,,parts_mismatch,1
4771,32,50,61,21,2024-09-03 06:46:10,2024-09-05 00:53:48,rejected,20.45603773326733,11.87734684529207,16.378281248280537,0,0,0,b3c8bb3d,0.0596586332286836,2,0,0,0,1902,6270,0,3,device_54,126.183.23.118,v1.0,3968,9,13.06,0,0.889,4,0.134,0,normal,['overdue'],,,overdue,1
16616,147,24,55,11,2024-07-30 13:14:38,2024-07-29 11:46:39,completed,36.193443482929936,8.36562918938945,11.27009744995431,1,0,1,1cf84e0d,0.0404379159784233,2,0,0,0,3019,6144,11,0,device_45,99.46.26.131,v1.7,1388,9,6.13,0,0.952,10,0.223,0,normal,['parts_mismatch'],,,parts_mismatch,1
12620,114,8,164,5,2024-06-21 09:59:32,2024-06-22 06:44:05,completed,25.12364111182012,16.419830502475,9.932161613612022,2,1,1,7f52ee41,0.0495296499553385,1,0,0,0,3215,5810,6,5,device_5,95.158.60.204,v3.0,5144,3,4.67,1,0.623,9,0.213,0,normal,['parts_mismatch'],,,parts_mismatch,1
9852,31,31,234,21,2024-06-27 10:14:03,2024-06-28 21:08:06,rejected,35.0486697092182,0.6034562971128281,20.49689298470066,4,4,0,7e78c3f8,0.0444749933930693,1,1,2922,0,3426,3794,21,4,device_99,141.227.83.170,v1.2,1566,10,13.49,0,0.554,6,0.047,0,normal,['overdue'],,,overdue,1
8603,119,36,130,12,2025-07-27 18:38:03,2025-07-26 14:37:31,pending,33.48103382530756,8.272744862173216,12.363038392103531,3,2,1,5a26b6fb,0.1439071674829315,3,1,2402,0,744,4509,14,5,device_33,40.116.181.168,v1.7,3229,7,9.6,1,0.699,17,0.521,0,normal,['parts_mismatch'],,,parts_mismatch,1
3560,8,12,41,14,2025-08-20 09:58:14,2025-08-21 10:58:24,completed,27.18995425625132,14.091233885857788,14.16392576723241,1,0,1,d988f2c2,0.0782787348235553,1,1,1941,0,919,4564,10,3,device_35,65.105.241.155,v2.1,1770,1,16.98,0,0.693,6,0.126,0,normal,['parts_mismatch'],,,parts_mismatch,1
5805,104,4,246,7,2024-05-09 16:42:56,2024-05-10 15:04:14,rejected,15.52385978637744,18.529683176232982,11.758243650874608,0,-1,1,afe13985,0.2291279768672327,1,0,0,0,754,4965,15,4,device_189,59.170.124.7,v1.2,815,1,19.42,0,0.868,20,0.394,0,normal,"['overdue', 'parts_mismatch']",,,overdue;parts_mismatch,1
12015,34,33,9,11,2025-08-02 17:25:01,2025-08-04 10:37:54,completed,27.58918596291792,9.626983408011265,19.813087263320316,2,1,1,5a577b2f,0.0396122009891353,2,0,0,0,216,6195,10,0,device_46,180.11.38.28,v1.7,2191,4,11.94,1,0.826,7,0.426,0,normal,['parts_mismatch'],,,parts_mismatch,1
5212,33,35,14,14,2025-04-06 06:20:43,2025-04-08 00:38:45,pending,43.96397816829032,14.307647746720724,19.427269535709225,0,0,0,1bb6ac49,0.258436059255587,2,0,0,0,1841,4408,0,1,device_107,222.69.228.215,v3.9,1083,3,29.16,0,0.351,7,0.26,0,normal,['overdue'],,,overdue,1
11549,139,24,101,21,2024-02-03 09:06:54,2024-02-04 20:18:06,rejected,20.290621002569576,11.374396744234437,4.543392015172841,5,5,0,1c1f1dbb,0.0983185691430803,1,0,0,0,681,87,20,6,device_68,137.173.37.172,v2.9,204,9,7.07,0,0.752,10,0.372,0,normal,['overdue'],,,overdue,1
12367,51,16,136,11,2024-03-11 03:38:28,2024-03-10 15:49:10,completed,14.299032477292863,7.748414843296928,2.6210261151458774,5,4,1,65c9bfb6,0.1924667689278063,1,0,0,0,1159,6328,15,6,device_138,157.246.52.6,v1.7,5975,9,14.59,0,0.948,19,0.115,0,normal,['parts_mismatch'],,,parts_mismatch,1
9271,192,19,188,1,2025-04-11 08:22:40,2025-04-12 22:06:26,completed,30.52434700832444,4.330363729007645,10.771078961975292,0,-1,1,be8739c6,0.1315454336248176,2,0,0,0,409,5965,22,5,device_166,158.51.182.199,v3.8,4019,2,13.51,0,0.825,11,0.095,0,normal,['parts_mismatch'],,,parts_mismatch,1
17444,18,45,82,1,2025-03-09 11:03:41,2025-03-10 08:58:35,completed,33.87363576095509,7.684572670254186,9.842166885881054,0,-1,1,af877bd5,0.0818367621485757,1,0,0,0,3571,6597,8,0,device_54,189.30.177.166,v3.3,6456,4,13.22,0,0.668,5,0.121,0,normal,['parts_mismatch'],,,parts_mismatch,1
15646,155,24,101,11,2025-07-19 13:05:45,2025-07-20 21:34:12,completed,15.65552780894719,7.229829077817786,17.439471447580665,0,0,0,15c56275,0.0204486889612126,2,0,0,0,2887,2224,21,6,device_129,237.143.16.155,v2.5,7167,7,197.97399794597,0,0.653,4,0.41,1,impossible_travel,['impossible_travel'],,,impossible_travel,1
8957,150,23,53,18,2025-07-16 07:31:22,2025-07-18 05:04:34,completed,22.68792760423316,16.80345546826309,9.468313993837183,4,3,1,6ada22ed,0.0764976090811018,2,0,0,0,1184,344,5,4,device_54,242.185.92.209,v3.1,2462,8,13.81,2,0.767,9,0.352,0,normal,['parts_mismatch'],,,parts_mismatch,1
17411,31,8,96,23,2025-05-31 15:23:02,2025-05-31 04:09:07,completed,24.77654409952128,29.27168152162201,7.592324473593327,5,4,1,9695204a,0.0353339234695366,1,0,0,0,2632,2796,4,5,device_57,161.170.33.141,v3.5,576,7,19.28,0,0.584,9,0.63,0,normal,['parts_mismatch'],,,parts_mismatch,1
15156,191,26,252,22,2024-03-04 09:22:29,2024-03-03 10:50:26,completed,11.80318423929745,2.728658243103368,10.337245633966118,3,2,1,b3732453,0.1027816482811545,1,0,0,0,2258,326,10,6,device_17,15.229.3.61,v1.0,7117,6,1.22,0,0.693,3,0.247,0,normal,['parts_mismatch'],,,parts_mismatch,1
17277,100,21,251,9,2024-01-08 06:33:07,2024-01-08 02:52:34,completed,40.33313500879778,30.88524861249747,4.037626579724856,5,4,1,43e6913d,0.1115422654362582,1,0,0,0,1669,5891,2,0,device_55,65.233.144.218,v2.9,1069,8,26.47,0,0.848,7,0.294,0,normal,['parts_mismatch'],,,parts_mismatch,1
1969,163,13,27,7,2024-09-28 01:02:57,2024-09-27 04:18:58,completed,16.51367479237694,18.28438935309121,13.083231514198602,1,0,1,948ff777,0.0515168542634631,2,1,2228,0,3170,463,4,4,device_192,245.132.6.138,v3.8,5864,7,20.89,0,0.865,3,0.431,0,normal,['parts_mismatch'],,,parts_mismatch,1
19076,54,35,99,21,2025-01-16 05:37:09,2025-01-15 02:57:29,completed,0.7052040569223017,15.216114830152955,0.8970860111955243,2,1,1,ec1fe69a,0.1053114472862731,1,1,2997,0,1595,1582,2,2,device_99,191.248.160.18,v2.1,2076,4,17.69,0,0.815,6,0.38,0,normal,['parts_mismatch'],,,parts_mismatch,1
12990,162,25,4,17,2024-07-09 09:16:05,2024-07-07 12:11:06,completed,16.416667513022453,26.31104553428219,1.3432010426203007,3,2,1,f7eefdcf,0.0977993799556829,3,0,0,0,769,6091,12,6,device_15,217.65.111.218,v2.9,2573,5,4.67,0,0.926,4,0.128,0,normal,['parts_mismatch'],,,parts_mismatch,1
7278,13,40,204,8,2024-05-08 20:33:57,2024-05-08 04:10:26,completed,13.86160676515909,13.83307803922632,2.7139912143560974,2,1,1,0395772f,0.0914854445709759,1,0,0,0,536,6700,4,2,device_135,56.129.232.183,v1.2,1374,4,3.25,0,0.683,20,0.241,0,normal,['parts_mismatch'],,,parts_mismatch,1
5710,200,50,57,21,2024-02-23 19:44:34,2024-02-24 16:33:59,completed,22.811581852376897,15.353205985670591,24.138979679712303,0,-1,1,279382de,0.2024464781081159,1,0,0,0,2898,400,16,5,device_156,64.138.131.15,v1.1,2395,8,22.36,0,0.878,15,0.259,0,normal,['parts_mismatch'],,,parts_mismatch,1
12079,100,22,90,23,2024-01-21 22:40:51,2024-01-23 15:25:13,completed,18.974147052953057,8.055074416478387,7.637012803430866,5,4,1,79ea1737,0.1061597209695363,1,0,0,0,498,4257,15,1,device_36,89.159.190.83,v1.4,6833,2,10.53,0,0.82,5,0.338,0,normal,['parts_mismatch'],,,parts_mismatch,1
6688,19,18,72,28,2025-06-07 18:55:46,2025-06-07 06:47:47,completed,29.69920039711257,13.94473404816451,0.49571832691983,0,-1,1,d670a0df,0.0428496379528184,1,1,1326,0,1192,1143,6,5,device_133,215.107.27.237,v1.7,5187,3,18.47,1,0.873,16,0.156,0,normal,['parts_mismatch'],,,parts_mismatch,1
14164,44,11,15,14,2025-05-12 18:42:32,2025-05-14 03:45:07,pending,22.93412352248562,17.71353607871334,6.598180968845859,0,0,0,5e561b8d,0.119396192346951,1,0,0,0,3384,3524,3,2,device_83,164.111.212.181,v3.6,6427,9,2.84,0,0.688,17,0.164,0,normal,['overdue'],,,overdue,1
5346,19,29,187,26,2024-02-27 15:13:16,2024-02-28 23:22:58,completed,41.07718616094033,14.054930008420122,1.0194475570021495,0,-1,1,b26778a7,0.0032713363758965,2,0,0,0,1452,6416,23,2,device_61,121.130.71.186,v1.7,1633,7,19.3,0,0.889,17,0.06,0,normal,['parts_mismatch'],,,parts_mismatch,1
2196,123,5,21,27,2024-03-26 08:22:29,2024-03-27 06:43:30,completed,22.4654410372292,23.957964111641765,7.700757809188538,0,-1,1,311cb1b5,0.0446437492448829,1,0,0,0,651,3002,6,2,device_29,155.195.131.198,v1.9,2718,9,9.0,0,0.763,4,0.136,0,normal,['parts_mismatch'],,,parts_mismatch,1
18513,39,31,232,21,2024-06-21 08:13:19,2024-06-21 17:07:00,completed,13.373380819805671,11.48298935753919,9.62586541844891,1,0,1,f90acff4,0.1042816380391722,2,0,0,0,117,1122,17,4,device_72,45.220.74.8,v1.1,242,9,2.6,0,0.522,20,0.27,0,normal,['parts_mismatch'],,,parts_mismatch,1
8073,121,3,222,21,2025-02-23 19:04:11,2025-02-24 23:22:49,completed,14.06126654498566,6.809655854596817,7.124845682346086,4,3,1,4d3b672c,0.037478215402847,2,0,0,0,2491,3344,23,0,device_183,124.195.214.22,v2.9,4268,9,17.7,0,0.595,11,0.321,0,normal,['parts_mismatch'],,,parts_mismatch,1
19095,181,13,45,10,2025-05-24 18:34:05,2025-05-25 23:45:55,completed,20.37554267521097,23.884845832604,15.88168990932444,0,-1,1,16bc48e3,0.08363462090936,1,1,846,0,1629,1937,23,6,device_153,43.246.87.198,v1.0,2525,3,17.17,0,0.801,11,0.438,0,normal,['parts_mismatch'],,,parts_mismatch,1
2849,196,9,284,17,2024-05-02 12:42:01,2024-05-02 11:13:44,completed,5.105378266040589,20.759124077954624,1.2579448936512687,5,4,1,de4c83b2,0.0410462986484948,1,0,0,0,2200,3898,11,3,device_13,105.163.146.207,v2.0,6550,6,13.83,0,0.708,16,0.161,0,normal,['parts_mismatch'],,,parts_mismatch,1
7723,124,29,172,19,2025-07-12 18:19:11,2025-07-13 15:49:46,pending,16.47100041718587,6.434081397358722,1.3633193170413789,4,4,0,783b9307,0.1259807663810183,2,1,2471,0,1345,4159,15,6,device_76,82.161.208.153,v2.7,7038,4,12.53,0,0.801,3,0.392,0,normal,['overdue'],,,overdue,1
11194,17,4,179,3,2025-04-23 06:06:54,2025-04-24 04:57:41,completed,24.949619410040015,15.668755110893295,3.565779443942525,1,0,1,35087fb3,0.0107185455944402,1,0,0,0,2558,2421,4,3,device_127,98.208.184.102,v2.4,2668,4,7.95,0,0.96,17,0.408,0,normal,['parts_mismatch'],,,parts_mismatch,1
5793,86,4,41,8,2025-02-17 04:56:15,2025-02-15 13:23:09,completed,14.81457232508478,11.675085560406174,17.5223622656289,5,4,1,9ec1b32c,0.149684921860929,1,0,0,0,1537,4809,13,5,device_45,148.153.227.222,v1.1,1923,5,9.69,0,0.737,10,0.153,0,normal,['parts_mismatch'],,,parts_mismatch,1
15758,26,6,276,1,2024-12-11 17:38:48,2024-12-09 22:15:22,completed,31.739331771725304,10.025049098457549,11.664404899668703,5,4,1,56558bf2,0.1604144908732723,1,0,0,0,1640,7189,22,0,device_178,208.120.156.15,v2.4,2715,10,13.1,0,0.965,6,0.426,0,normal,['parts_mismatch'],,,parts_mismatch,1
1605,150,37,28,5,2024-02-16 18:35:32,2024-02-16 13:24:57,completed,10.720963342409322,5.288115498162748,6.42588467503989,0,-1,1,19bf385d,0.1344453492129458,1,0,0,0,1432,4702,13,4,device_183,31.65.144.37,v2.9,6080,6,9.83,0,0.555,11,0.131,0,normal,['parts_mismatch'],,,parts_mismatch,1
8214,191,22,247,6,2024-02-19 06:29:11,2024-02-18 20:01:10,completed,18.176331007846024,7.739491846283273,1.8208533908387088,4,3,1,d326ffd0,0.0477024252140599,1,0,0,0,1658,582,20,6,device_185,143.65.193.244,v1.1,6888,8,0.66,0,0.651,5,0.083,0,normal,['parts_mismatch'],,,parts_mismatch,1
352,52,29,121,13,2024-06-18 18:52:56,2024-06-19 10:21:24,pending,38.34820144586703,3.551753600266659,6.458329249269311,4,4,0,a25ecab8,0.0646371910826496,1,0,0,0,580,6187,10,2,device_22,85.227.180.59,v3.0,3831,9,13.44,0,0.591,14,0.243,0,normal,['overdue'],,,overdue,1
1531,120,29,117,4,2024-04-11 02:42:31,2024-04-12 09:43:37,completed,19.12376453745769,17.21601164682199,15.771900569629617,2,2,0,dd85206f,0.1530536540720066,1,0,0,0,8,1339,9,4,device_176,186.232.191.156,v3.0,4324,3,9.62,0,0.657,1,0.198,1,rubber_stamp,['rubber_stamp'],,,rubber_stamp,1
15216,107,31,10,2,2025-01-16 17:54:44,2025-01-18 12:41:23,completed,13.424653322144,9.90572412061877,8.566845954942199,0,-1,1,3f738d00,0.1322329736900642,1,0,0,0,3427,5727,12,5,device_25,229.146.9.171,v3.9,4507,10,0.0,0,0.599,18,0.199,0,normal,['parts_mismatch'],,,parts_mismatch,1
11541,38,28,289,6,2025-07-23 17:00:39,2025-07-24 15:37:07,completed,20.857980555544653,1.4349970730340331,6.966147552033798,1,0,1,cd06f521,0.022771366587709,2,0,0,0,1509,3057,15,3,device_97,138.114.202.55,v1.8,1488,1,3.57,0,0.879,16,0.219,0,normal,['parts_mismatch'],,,parts_mismatch,1
